danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.722,0.541,-14.951,0.0282,0.0241,0.000785,0.0941,0.917,109.152,33ALuUDfftTs2NEszyvJRm,211640
0.413,0.521,-4.469,0.0466,0.162,0.0,0.323,0.532,103.391,26ZX2JrAb8AFbr8FFfAsO7,218808
0.065,0.341,-12.743,0.0482,0.154,0.854,0.109,0.0334,65.38,56oReVXIfUO9xkX7pHmEU0,371747
0.873,0.635,-7.488,0.296,0.128,0.0,0.187,0.481,108.039,0pMt7yNoZTu1gQByxkXaMu,198000
0.814,0.672,-12.068,0.0619,0.0435,0.0,0.061,0.933,109.394,5uuJruktM9fMdN9Va0DUMl,300000
0.633,0.858,-7.42,0.0473,0.208,0.0112,0.0655,0.724,102.561,6Vz7vzOpCwKeSQlfViibuY,356520
0.533,0.917,-3.242,0.179,0.000586,3.88e-05,0.309,0.518,152.906,5Ed03SNdYyL69YsW0pOfEz,232107
0.745,0.656,-6.393,0.0405,0.188,0.00337,0.0941,0.858,105.318,3RTUfvRgq3pYTf7XY0FIcS,152453
0.765,0.837,-3.113,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,0KAiuUOrLTIkzkpfpn9jb9,195973
0.397,0.303,-10.413,0.11,0.798,4.16e-06,0.0824,0.17,170.22,0STK94RxUulYqWzwFlyAb5,197893
0.38,0.922,-3.922,0.121,0.0386,0.0,0.0914,0.472,155.066,11O3S0SFu48QWY294ke96J,241493
0.661,0.729,-6.561,0.0376,0.00215,0.0013,0.0477,0.668,103.987,6ce41JVa6KFaryfmC2bu2W,232120
0.729,0.434,-9.111,0.079,0.0473,1.23e-05,0.314,0.743,94.411,60NvAO9lx0KmBNAVHIlWN6,243360
0.517,0.811,-4.526,0.286,0.186,0.0,0.105,0.494,168.269,1hWYT0w2R0J19rlVkiez7X,250320
0.267,0.988,-4.146,0.152,6.04e-05,0.485,0.186,0.0992,184.849,6tGyLydK5lNXz8Aw44wRj8,293467
0.69,0.698,-7.206,0.0339,0.00179,0.79,0.4,0.371,100.011,4HbAx20r2mJcxKghpSlIWf,96038
0.541,0.333,-13.098,0.0316,0.603,0.0,0.105,0.74,86.324,1eHmxX8fhEjVD8U4u6pfql,189867
0.559,0.642,-5.693,0.0588,0.13,0.727,0.339,0.306,140.124,6mPukOBl10JgcXFxcTlItt,85055
0.577,0.906,-3.673,0.0583,0.0304,0.0,0.189,0.692,152.946,12wSL3tGk3MtbDEhfG7xy3,224187
0.359,0.444,-5.963,0.0318,0.656,0.0,0.163,0.29,124.682,0Qn7h2I9Fajtj7lgvkho8y,157974
0.683,0.716,-7.597,0.311,0.0565,0.0,0.222,0.497,155.691,4nchIkVWKBFzOvmlisTHdR,135620
0.68,0.665,-8.33,0.295,0.0241,0.0,0.479,0.632,77.312,7uiwhmXDJjQTEkqMCnUKv0,131840
0.593,0.828,-6.472,0.036,0.00858,0.0,0.139,0.398,109.061,2TkXw4b6UqBuKA8y5kBqwO,208073
0.784,0.753,-4.099,0.213,0.438,0.0,0.167,0.532,116.959,4cBlIM5AjnQ74f52Dv7T5K,234074
0.895,0.778,-6.4,0.184,0.351,7.67e-05,0.0934,0.739,141.984,4VRE2Ler8le7DUymvKepY1,196154
0.299,0.938,-3.419,0.0643,1.03e-05,0.0109,0.261,0.469,197.067,3SrdUNZ5W5LKml9D2lxAOR,193067
0.564,0.774,-9.424,0.0368,0.0135,0.00191,0.0861,0.657,100.894,6wpGqhRvJGNNXwWlPmkMyO,277477
0.823,0.521,-9.029,0.501,0.0752,0.0,0.0976,0.661,148.083,4YAH2RzSQ78Oz8lqL9CS13,121575
0.642,0.44,-10.909,0.0745,0.102,0.002,0.108,0.123,90.939,3Ju7HGke5GYEXUJ3YWGOry,351202
0.899,0.735,-7.719,0.4,0.0506,0.0,0.15,0.884,143.001,3faAAUxohrxqYhPlneZ3XV,188107
0.396,0.671,-6.953,0.0351,0.0984,0.0,0.0844,0.257,156.072,5pNavG44Qct8Vm5vQDDxYF,197320
0.602,0.603,-6.981,0.0328,0.408,0.00188,0.157,0.454,112.021,4hjJBjxN6IT0sDyTGlo5tA,300973
0.615,0.403,-12.72,0.0348,0.544,0.0229,0.159,0.606,129.119,31ui4AOsd31MndbYaztzGt,370000
0.516,0.845,-4.691,0.0427,0.00511,8.82e-05,0.106,0.0731,85.999,2XTVCQI1LwJOiwKGA14co2,252744
0.433,0.0871,-14.532,0.0341,0.91,1.98e-05,0.113,0.336,135.498,1u7kQUb3lQcpHaYRfia13A,217573
0.671,0.288,-14.176,0.496,0.468,0.0,0.139,0.42,68.287,5PfrevbzpZzMtv4bVld9xq,131202
0.713,0.521,-6.696,0.16,0.00975,0.0,0.205,0.229,139.787,5RdiPZzjXTmp9N51wBEzCv,123507
0.699,0.719,-4.706,0.0507,0.0845,0.0,0.314,0.696,117.019,5yXDTOFP5K7YFC0FEHv1ho,217560
0.814,0.863,-2.885,0.0589,0.116,0.000226,0.0736,0.597,98.048,5uVgsAzjO6eJR06VPrqUga,185147
0.149,0.545,-8.446,0.0373,0.00334,1.71e-06,0.106,0.154,193.529,2zmJZypH7dZoPmKOK1xt0O,265720
0.495,0.951,-1.642,0.0696,0.00195,0.0,0.252,0.748,159.866,67gYAheGPb06KwCkuAaHbF,233152
0.666,0.482,-14.04,0.375,0.00639,0.00428,0.367,0.25,143.844,5AE5bfxVToOmMCPS0w44lT,221466
0.85,0.28,-8.77,0.23,0.0931,0.606,0.0867,0.28,82.872,06E5KyqnDTueEbdT22FFvM,167967
0.768,0.339,-13.169,0.777,0.608,0.000956,0.261,0.568,76.229,0qUcpOOna3kkrwfqky85e1,154599
0.718,0.666,-5.901,0.0343,0.0153,0.0,0.0986,0.773,129.965,4e7oOly4PuUnuNhbPHTWIy,195893
0.46,0.246,-12.787,0.0599,0.962,0.0,0.125,0.357,117.671,74JMCtnIUVepy6Iz6FLqzx,193000
0.447,0.756,-5.183,0.034,0.000414,0.116,0.0651,0.0318,87.471,6TA5vBJ1tcp9hnWobuNV7p,415852
0.445,0.856,-3.674,0.0327,0.000202,0.0101,0.367,0.486,105.872,0NJC0FDCODpPUntRTTQq97,308333
0.221,0.329,-10.088,0.0354,0.975,0.118,0.116,0.0752,173.451,3nHkZwRwL15cWYw8rJFuhT,184320
0.802,0.468,-8.629,0.0378,0.248,0.000601,0.32,0.586,129.937,64KrFHj9p5AyCX2yZQr4YJ,343960
0.332,0.946,-6.233,0.127,0.000275,0.0304,0.136,0.303,153.091,0QRxtcxL31dRAeiUUuENPu,287480
0.806,0.707,-4.623,0.0307,0.331,0.0,0.294,0.746,118.009,3d3ELsqKlQ7WA0a10Isu3l,209648
0.608,0.509,-5.505,0.0342,0.0342,0.809,0.0799,0.0339,118.982,72MdADF7R3cXp8kOJw7odW,276297
0.444,0.398,-8.01,0.03,0.799,0.0,0.114,0.361,79.874,018Idkvf82hi44UZmIXiGB,228147
0.646,0.741,-4.973,0.034,0.0275,0.0,0.312,0.571,123.077,6h5PAsRni4IRlxWr6uDPTP,203000
0.794,0.382,-14.01,0.0833,0.168,0.703,0.12,0.743,120.047,5Cn173grOp8S9E0Ftqua4I,179500
0.468,0.888,-4.463,0.0517,0.0957,0.648,0.151,0.432,102.959,6y4ySPeb68KGoAi1dk130F,299233
0.746,0.873,-3.803,0.128,0.0244,0.0,0.354,0.817,148.075,5iNRPN7oYQvdB9AmeSW6d3,222093
0.512,0.275,-10.008,0.0279,0.826,0.0,0.116,0.139,78.805,6QBkaFBwwn7u1yMF6EjY7O,194853
0.48,0.329,-12.487,0.0329,0.874,0.00165,0.244,0.385,80.375,1Y2583xYzwiEXDetAB7H1Q,240230
0.703,0.837,-3.606,0.0395,0.0214,4.45e-05,0.104,0.356,124.953,5lWUeSYO61UYgNlFlqcwYl,182439
0.205,0.155,-16.455,0.0357,0.917,3.22e-06,0.369,0.0984,153.396,1WjRkMkNIjVPTleciR0b9v,217760
0.574,0.984,-2.256,0.322,0.0809,0.773,0.448,0.359,74.88,6txGPRo6dzIj8s7SS12c8e,102500
0.402,0.994,-7.338,0.0623,3.79e-05,0.0934,0.145,0.247,104.111,1HFOpXKl2F9pVDzKjbVTTy,199867
0.545,0.805,-5.792,0.0491,0.0326,0.0,0.781,0.727,110.005,5AcdaSVQfLcUKMaqchfBie,224169
0.815,0.219,-12.898,0.512,0.662,0.0,0.106,0.161,119.977,0vUuBXZGymDmcVFuf6SicJ,60000
0.772,0.607,-6.617,0.639,0.259,0.0,0.131,0.37,85.085,4siBGOOtNzTziftTuoYeDV,203158
0.816,0.726,-3.998,0.129,0.099,0.0,0.372,0.65,136.048,58q2HKrzhC3ozto2nDdN4z,253390
0.814,0.721,-4.026,0.136,0.0981,0.0,0.378,0.643,136.05,2xZ0Cab6GgpoYNpC0bJd7I,253390
0.618,0.836,-3.362,0.379,0.0474,0.0,0.172,0.54,212.058,4vKltMFviBKMdhYu3FDLY0,181733
0.536,0.987,-2.901,0.119,0.00409,2.73e-05,0.278,0.267,111.535,7kAH59f7kgFaRScFnPI8BL,196669
0.879,0.669,-8.013,0.147,0.0571,1.25e-05,0.022,0.94,129.02,4todOcpbt1Kpp4jl5x0r9h,204133
0.381,0.956,-1.869,0.12,0.000198,0.356,0.0702,0.23,149.994,6pFjkMjATusw4VfpxZ6tAy,222400
0.583,0.89,-4.071,0.0772,0.196,0.0,0.127,0.553,125.942,47gAgqM1KtVNdNgi6x4wPk,249426
0.722,0.745,-6.059,0.0536,0.151,6.26e-06,0.337,0.607,95.021,6C3yPXYG2NJYlIYVe5J7hv,309947
0.585,0.756,-4.19,0.425,0.619,0.0,0.132,0.838,158.317,0yDpTj2XaHPTf0JcAo2rko,163019
0.748,0.64,-6.291,0.279,0.019,0.0,0.0681,0.202,179.995,5LpzUEzPfHN7YYKHbCJrmR,131240
0.899,0.811,-6.294,0.258,0.000677,0.0,0.0672,0.587,105.038,5KBARWIxeMGkvUax9VtVC9,126446
0.711,0.885,-3.299,0.0477,0.0044,0.0,0.207,0.866,121.978,0cCm1PbOd6nqAPDdA3PRfs,201112
0.688,0.491,-7.494,0.269,0.334,0.0,0.0914,0.737,79.009,54Sc7mZQ1RM03STpk4SfaA,249771
0.499,0.463,-6.843,0.0331,0.799,0.0,0.0828,0.231,95.971,666yeZ1GZ4tkVK2qhPSzCL,172867
0.65,0.825,-4.645,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,37BZB0z9T8Xu7U3e65qxFy,191014
0.625,0.663,-9.004,0.0306,0.66,0.703,0.2,0.192,119.999,1UMiKyIToDY9F3mIgvAMsz,213576
0.622,0.585,-6.67,0.0284,0.28,0.0,0.0914,0.212,113.035,53ce7wMxFAET5xEG8zb6bY,222480
0.702,0.659,-6.766,0.13,0.301,0.00201,0.218,0.843,79.64,1otG6j1WHNvl9WgXLWkHTo,207455
0.484,0.976,-1.692,0.0501,2.2e-05,0.0784,0.247,0.416,144.986,4HRZod3GJM4LeC59Ytn3JC,193240
0.699,0.691,-8.976,0.209,0.0294,0.00677,0.135,0.263,126.02,6QBP6d9mDyEGE1jnS3jWrO,321267
0.802,0.645,-5.494,0.136,0.323,0.0,0.113,0.682,108.002,42NJIwiXGkOzVtk1fQC0Nc,183889
0.406,0.183,-14.177,0.0313,0.829,0.0,0.113,0.337,126.346,2XKUNFRqUFg9ugFI3WWzWQ,282227
0.465,0.775,-5.525,0.0414,0.141,3.89e-05,0.244,0.49,156.072,0tv7e81tRqibc5Q8PYhweP,244627
0.762,0.839,-4.676,0.307,0.21,0.0,0.275,0.197,122.047,7JpewU9FPkJyiOi0CErkpI,214903
0.949,0.525,-7.096,0.169,0.00716,0.0,0.101,0.26,100.068,5CEqIyfuiSa1MTTUh8kr7f,155500
0.535,0.568,-4.829,0.0285,0.0796,0.331,0.07,0.193,120.051,3QX3hxUM76cNIwzC1gj8vF,188266
0.852,0.668,-7.86,0.453,0.612,4.58e-06,0.0634,0.588,143.832,4MKM1sU3d3aS23WJsYipdV,173331
0.599,0.732,-6.843,0.026,0.0145,0.000467,0.143,0.295,97.997,2Ms33RTRCT6gArrpcrPxmo,263867
0.444,0.385,-7.759,0.0293,0.761,0.0,0.253,0.229,77.813,1jcxDswcwde8Ffp1yvqSWY,205867
0.405,0.428,-9.506,0.0277,0.0182,1.44e-06,0.14,0.331,145.515,5quIK3oXwunG35RI8HSQDi,236200
0.742,0.988,-0.54,0.249,0.0775,3.42e-06,0.266,0.562,87.493,45fTrhIQSf3zOAu7V2pj59,269189
0.711,0.573,-10.28,0.0337,0.122,0.0161,0.277,0.739,119.975,2txmqXkrIHi87bU8LLXkTR,175867
0.571,0.937,-3.353,0.0574,0.0071,9.93e-05,0.32,0.821,169.975,2lWAP3l4ILsjy11jsX49Ys,230280
0.884,0.505,-8.322,0.265,0.0257,0.0,0.307,0.582,148.042,6eKWSrZfzd25TYYxkscWgg,168627
0.312,0.0465,-26.438,0.0378,0.981,0.9,0.0872,0.0371,130.303,0QTaXZRWdzfPdssiQThdCL,766213
0.73,0.758,-4.888,0.0653,0.147,0.0,0.311,0.877,120.041,6IGA5YrFiEr5ANrMqKkR6H,206493
0.382,0.672,-13.866,0.0349,9.84e-05,0.938,0.184,0.221,149.993,238lgpaK9VI1xsgb1rUQIH,140880
0.817,0.814,-3.985,0.185,0.32,0.0,0.152,0.247,109.994,5rLyYxZNzca00ENADO9m54,196800
0.707,0.813,-4.515,0.0571,0.0863,0.0,0.168,0.722,124.921,2VOomzT6VavJOGBeySqaMc,238627
0.647,0.594,-6.408,0.0604,0.0181,0.169,0.0878,0.117,174.0,7qAyOVv4Fj2wKRsFSoqiXz,314871
0.629,0.58,-6.208,0.0278,0.357,0.000353,0.436,0.655,110.264,7KX65PC1UZuImsUInThbav,210300
0.32,0.393,-8.08,0.039,0.728,0.0,0.341,0.193,136.746,373q2bp4ZvyJ9kFZcpJSMs,237810
0.835,0.833,-4.364,0.284,0.00247,0.0,0.171,0.586,103.358,09mkdGhqb5ySKVsnkx9hy2,207733
0.656,0.932,-3.405,0.0708,0.00347,0.00147,0.144,0.544,130.936,7CpbhqKUedOIrcvc94p60Y,201960
0.233,0.0637,-22.57,0.0373,0.918,0.947,0.118,0.268,135.338,2f0RHvSl1vVGsnT9oxOHsS,180000
0.399,0.59,-6.74,0.0278,0.0768,0.303,0.129,0.053,141.052,7AZ2W4bchJaV9ia1MdtlyD,88511
0.554,0.409,-14.796,0.0242,0.0385,0.804,0.152,0.368,101.945,2FZ99j224ohiGLavqjijza,381536
0.791,0.733,-5.465,0.0633,0.523,0.0016,0.167,0.962,105.853,714hERk9U1W8FMYkoC83CO,244920
0.511,0.884,-5.212,0.0412,0.000189,0.0,0.0899,0.495,106.059,3nB5TJEl7taRMwlaoHiOry,216600
0.752,0.619,-8.156,0.0864,0.085,0.0,0.107,0.386,80.517,1L0M8Uj3aI6IQQNi6Nghvn,228907
0.21,0.101,-19.383,0.0403,0.927,0.902,0.0776,0.153,86.314,7HSs4srn1qnZhh7WRWBVOk,341693
0.777,0.522,-12.496,0.0535,0.527,0.838,0.0968,0.182,115.008,5uSG6fUPRaehaV820zcpsK,214059
0.508,0.402,-7.168,0.0279,0.691,0.0,0.103,0.196,133.906,4F6KXBE38OBGPZsryUih1x,233774
0.498,0.235,-16.541,0.188,0.72,0.0,0.144,0.0895,118.917,4ZLzoOkj0MPWrTLvooIuaa,179080
0.289,0.945,-3.824,0.43,0.0848,0.00951,0.171,0.421,175.146,4FYfMgh9zWvdLIQVb4uu8k,165956
0.514,0.777,-8.771,0.0525,0.000241,0.682,0.338,0.253,107.865,1NLC7Q4cQAYNSzEXX40Uzu,106829
0.631,0.688,-8.733,0.0438,0.127,0.0,0.105,0.383,139.922,5U3MWICGoIVVIR1N8CdCgd,173156
0.709,0.22,-11.856,0.0327,0.811,0.0,0.175,0.53,110.076,0TAmnCzOtqRfvA38DDLTjj,219040
0.248,0.506,-16.438,0.054,0.00166,0.000519,0.949,0.274,136.424,4aCMRbsUowNURLO2crJlt9,537067
0.619,0.921,0.182,0.351,0.0132,0.00116,0.117,0.462,75.084,6EgTYGPIKWgKUf4QnJ3dr7,177600
0.379,0.247,-9.959,0.0399,0.932,3.6e-06,0.107,0.37,205.561,536vha5aAUhlb50NGDfzfa,219029
0.484,0.91,-1.73,0.0862,0.0376,1.85e-05,0.085,0.173,173.881,2udAScO9AYYJoHQjSN7IDR,250240
0.5,0.704,-8.797,0.0695,0.125,1.79e-05,0.138,0.722,119.463,6XK6Zw6JkFsHXzAcMWNiIr,263360
0.496,0.979,-3.838,0.0605,0.000666,0.0,0.117,0.961,160.023,54bR5TvDDdQdyE76XiGQ4C,148875
